EmployeeNumber,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition,EnvironmentSatisfaction,JobInvolvement,JobLevel,Department,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceLevel
1762,29,4,3,Technical Degree,Female,Divorced,No,4,2,1,Research & Development,Research Scientist,1,2109,1,No,3,1,1,0,0,Entry
1763,30,16,3,Life Sciences,Male,Married,No,3,4,2,Research & Development,Healthcare Representative,3,5294,3,No,3,10,7,0,1,Intermediate
1764,32,5,4,Technical Degree,Male,Single,No,2,3,1,Research & Development,Research Scientist,2,2718,2,No,3,12,7,7,0,Intermediate
1766,38,18,3,Medical,Male,Married,No,2,1,2,Research & Development,Healthcare Representative,4,5811,3,Yes,3,15,1,0,1,Entry
1767,43,17,3,Technical Degree,Male,Married,Yes,3,2,1,Research & Development,Research Scientist,3,2437,9,Yes,3,6,1,0,0,Entry
1768,42,12,3,Medical,Male,Divorced,No,2,3,1,Research & Development,Laboratory Technician,2,2766,8,No,4,7,5,3,0,Entry
1770,55,2,3,Medical,Male,Married,No,3,2,5,Research & Development,Research Director,1,19038,8,No,3,34,1,0,0,Senior
1771,33,4,3,Technical Degree,Male,Divorced,No,4,3,2,Research & Development,Research Scientist,2,3055,5,No,3,11,9,8,1,Intermediate
1772,41,9,4,Life Sciences,Male,Divorced,No,3,3,1,Research & Development,Laboratory Technician,1,2289,1,No,4,5,5,3,0,Entry
1774,34,10,3,Life Sciences,Male,Divorced,No,4,3,2,Sales,Sales Executive,3,4001,1,Yes,3,15,15,14,0,Entry
1775,53,1,4,Medical,Female,Married,No,1,2,4,Research & Development,Manufacturing Director,3,12965,4,Yes,4,27,3,2,0,Senior
1778,43,2,3,Life Sciences,Male,Single,No,2,3,1,Human Resources,Human Resources,4,3539,0,No,3,10,9,7,1,Intermediate
1779,34,3,2,Life Sciences,Female,Single,No,4,1,2,Sales,Sales Executive,4,6029,5,No,3,6,2,2,2,Entry
1780,21,7,1,Marketing,Male,Single,Yes,2,3,1,Sales,Sales Representative,2,2679,1,No,3,1,1,0,1,Entry
1782,38,6,2,Other,Female,Married,No,4,2,1,Research & Development,Laboratory Technician,3,3702,1,No,3,5,5,4,0,Entry
1783,22,8,1,Medical,Female,Married,Yes,3,3,1,Research & Development,Laboratory Technician,1,2398,1,Yes,3,1,1,0,0,Entry
1784,31,29,4,Marketing,Female,Married,No,1,2,2,Sales,Sales Executive,4,5468,1,No,3,13,12,7,5,Intermediate
1786,51,3,3,Technical Degree,Female,Married,No,1,3,3,Research & Development,Manager,3,13116,2,No,3,15,2,2,2,Entry
1787,37,9,2,Marketing,Male,Married,No,2,2,2,Sales,Sales Executive,2,4189,1,No,3,5,5,2,0,Entry
1789,46,2,4,Medical,Male,Divorced,No,3,3,5,Research & Development,Research Director,4,19328,7,Yes,3,24,2,1,2,Senior
1790,36,10,3,Life Sciences,Male,Married,No,4,3,3,Research & Development,Healthcare Representative,1,8321,7,Yes,3,15,12,8,5,Entry
1792,44,1,2,Medical,Male,Divorced,Yes,3,3,1,Research & Development,Research Scientist,2,2342,1,Yes,3,6,5,3,2,Entry
1794,37,8,2,Other,Male,Divorced,No,3,3,2,Human Resources,Human Resources,2,4071,2,No,3,19,10,0,4,Senior
1797,35,27,3,Life Sciences,Male,Single,Yes,3,3,2,Sales,Sales Executive,4,5813,1,Yes,3,10,10,7,7,Intermediate
1798,33,8,4,Life Sciences,Male,Married,No,4,4,1,Research & Development,Research Scientist,1,3143,6,No,3,14,10,8,7,Intermediate
1799,28,1,3,Life Sciences,Male,Married,No,3,3,1,Research & Development,Research Scientist,4,2044,1,No,3,5,5,3,0,Entry
1800,39,10,1,Medical,Male,Single,No,3,3,3,Research & Development,Research Director,3,13464,7,No,4,9,4,3,2,Entry
1801,46,26,2,Life Sciences,Male,Single,No,2,2,2,Sales,Sales Executive,2,7991,8,No,3,6,2,2,2,Entry
1802,40,2,2,Life Sciences,Female,Married,No,3,3,1,Research & Development,Laboratory Technician,1,3377,4,No,3,7,4,3,0,Entry
1803,42,13,3,Medical,Male,Married,No,2,4,2,Research & Development,Healthcare Representative,1,5538,5,No,3,10,0,0,0,Intermediate
1804,35,2,2,Medical,Male,Divorced,No,2,3,2,Research & Development,Manufacturing Director,4,5762,2,No,3,15,7,7,1,Entry
1805,38,2,3,Human Resources,Male,Divorced,No,1,3,1,Human Resources,Human Resources,2,2592,5,No,3,13,11,10,3,Intermediate
1807,34,9,4,Life Sciences,Male,Married,Yes,4,3,2,Research & Development,Laboratory Technician,1,5346,4,No,3,11,7,1,0,Intermediate
1809,37,10,4,Medical,Male,Single,Yes,4,3,2,Research & Development,Manufacturing Director,1,4213,1,No,3,10,10,3,0,Intermediate
1812,39,20,3,Life Sciences,Male,Divorced,No,3,3,2,Sales,Sales Executive,4,4127,2,No,3,7,2,1,2,Entry
1813,43,9,3,Life Sciences,Male,Single,No,1,3,1,Research & Development,Research Scientist,3,2438,4,No,3,7,3,2,1,Entry
1814,41,5,3,Life Sciences,Male,Single,No,2,4,2,Research & Development,Healthcare Representative,2,6870,3,No,3,11,3,2,1,Intermediate
1815,41,4,1,Marketing,Female,Divorced,No,3,3,3,Sales,Sales Executive,3,10447,0,Yes,3,23,22,14,13,Senior
1816,30,10,3,Medical,Female,Single,No,1,3,3,Research & Development,Manufacturing Director,3,9667,9,No,3,9,7,7,0,Entry
1818,26,20,2,Medical,Female,Married,Yes,4,3,1,Human Resources,Human Resources,2,2148,0,Yes,3,6,5,1,1,Entry
1821,46,21,2,Medical,Female,Married,Yes,4,3,2,Research & Development,Healthcare Representative,2,8926,4,No,4,13,9,7,3,Intermediate
1822,40,1,3,Life Sciences,Female,Divorced,No,3,3,2,Research & Development,Healthcare Representative,4,6513,4,No,3,12,5,3,0,Intermediate
1823,34,8,2,Technical Degree,Male,Married,No,2,4,2,Sales,Sales Executive,3,6799,1,No,4,10,10,8,4,Intermediate
1824,58,2,3,Medical,Male,Divorced,No,2,3,4,Sales,Manager,2,16291,4,No,4,37,16,9,14,Senior
1826,35,23,4,Medical,Male,Married,No,2,1,1,Research & Development,Laboratory Technician,3,2705,0,No,3,6,5,4,0,Entry
1827,47,4,3,Life Sciences,Female,Divorced,No,3,2,3,Research & Development,Manufacturing Director,2,10333,8,Yes,3,28,22,11,14,Senior
1829,40,12,3,Life Sciences,Female,Divorced,No,2,3,2,Research & Development,Healthcare Representative,1,4448,2,No,3,15,7,4,7,Entry
1830,54,7,4,Medical,Female,Married,No,4,3,2,Research & Development,Research Scientist,4,6854,4,No,3,14,7,1,1,Intermediate
1833,31,7,4,Marketing,Female,Married,No,1,3,3,Sales,Sales Executive,1,9637,2,No,3,9,3,2,2,Entry
1834,28,1,3,Medical,Female,Married,No,3,3,1,Research & Development,Research Scientist,1,3591,1,No,4,3,3,2,1,Entry
1835,38,2,4,Marketing,Female,Married,No,2,1,2,Sales,Sales Representative,4,5405,2,Yes,4,20,4,2,0,Senior
1836,26,10,3,Medical,Male,Single,No,3,3,2,Sales,Sales Executive,4,4684,1,No,3,5,5,3,1,Entry
1837,58,15,4,Life Sciences,Male,Married,No,1,3,4,Research & Development,Research Director,3,15787,2,Yes,3,23,2,2,2,Senior
1839,18,14,3,Medical,Female,Single,No,2,3,1,Research & Development,Research Scientist,3,1514,1,No,3,0,0,0,0,Entry
1842,31,18,5,Human Resources,Male,Married,Yes,4,4,1,Human Resources,Human Resources,1,2956,0,No,3,2,1,0,0,Entry
1844,29,13,3,Human Resources,Male,Divorced,Yes,1,2,1,Human Resources,Human Resources,1,2335,4,Yes,3,4,2,2,2,Entry
1845,45,2,4,Life Sciences,Female,Married,No,3,3,2,Sales,Sales Executive,3,5154,4,No,4,10,8,7,5,Intermediate
1847,36,2,4,Other,Female,Married,No,4,3,2,Research & Development,Research Scientist,2,6962,4,Yes,4,15,1,0,0,Entry
1849,43,2,4,Life Sciences,Male,Married,No,1,3,2,Sales,Sales Executive,4,5675,1,No,4,7,7,7,7,Entry
1850,27,5,2,Life Sciences,Female,Single,No,4,3,1,Research & Development,Laboratory Technician,4,2379,0,Yes,3,6,5,4,0,Entry
1852,29,20,1,Medical,Male,Married,No,4,3,1,Research & Development,Laboratory Technician,4,3812,1,No,3,11,11,8,3,Intermediate
1853,32,10,4,Marketing,Male,Single,No,4,3,2,Sales,Sales Executive,4,4648,8,No,3,4,0,0,0,Entry
1854,42,10,4,Technical Degree,Male,Married,No,3,3,1,Research & Development,Research Scientist,3,2936,3,No,4,10,6,3,3,Intermediate
1856,47,9,4,Life Sciences,Female,Single,No,2,3,1,Research & Development,Laboratory Technician,3,2105,4,No,3,7,2,2,2,Entry
1857,46,2,2,Life Sciences,Male,Divorced,No,4,3,3,Research & Development,Manufacturing Director,4,8578,3,No,3,12,9,8,4,Intermediate
1858,28,1,2,Life Sciences,Male,Divorced,No,3,3,1,Human Resources,Human Resources,4,2706,1,No,3,3,3,2,2,Entry
1859,29,29,1,Life Sciences,Male,Divorced,No,4,1,2,Research & Development,Healthcare Representative,3,6384,8,No,3,11,7,0,1,Intermediate
1860,42,8,3,Life Sciences,Male,Single,No,4,3,1,Research & Development,Laboratory Technician,3,3968,4,No,3,8,0,0,0,Entry
1862,32,2,4,Marketing,Male,Single,Yes,3,2,2,Sales,Sales Executive,2,9907,7,Yes,3,7,2,2,2,Entry
1863,46,3,3,Technical Degree,Female,Divorced,No,1,4,4,Sales,Sales Executive,1,13225,2,No,3,25,19,17,2,Senior
1864,27,23,1,Medical,Female,Married,No,2,2,2,Sales,Sales Representative,3,3540,1,No,4,9,9,8,5,Entry
1865,29,6,1,Medical,Male,Married,No,4,2,1,Human Resources,Human Resources,2,2804,1,No,3,1,1,0,0,Entry
1866,43,6,3,Medical,Female,Married,No,1,2,5,Research & Development,Manager,3,19392,7,No,3,21,16,12,6,Senior
1867,48,10,3,Life Sciences,Male,Married,No,4,2,5,Research & Development,Research Director,2,19665,4,No,3,29,22,10,12,Senior
1868,29,24,2,Life Sciences,Male,Single,Yes,4,2,1,Research & Development,Research Scientist,4,2439,1,Yes,4,1,1,0,1,Entry
1869,46,10,3,Life Sciences,Female,Married,Yes,3,3,3,Sales,Sales Executive,2,7314,5,No,4,14,8,7,0,Intermediate
1870,27,15,3,Life Sciences,Female,Married,No,4,2,1,Research & Development,Research Scientist,1,4774,0,No,3,8,7,6,7,Entry
1871,39,19,4,Other,Male,Divorced,No,4,3,2,Research & Development,Research Scientist,4,3902,8,No,3,7,2,2,2,Entry
1873,55,2,4,Technical Degree,Male,Married,No,2,2,1,Research & Development,Research Scientist,4,2662,8,No,4,19,5,2,0,Senior
1875,28,3,3,Medical,Female,Married,No,2,3,1,Sales,Sales Representative,2,2856,1,No,3,1,1,0,0,Entry
1876,30,9,3,Medical,Male,Single,Yes,2,3,1,Sales,Sales Representative,4,1081,1,No,3,1,1,0,0,Entry
1878,22,7,1,Life Sciences,Male,Single,Yes,4,3,1,Research & Development,Research Scientist,2,2472,1,Yes,4,1,1,0,0,Entry
1880,36,10,4,Technical Degree,Female,Married,No,2,2,2,Sales,Sales Executive,3,5673,1,Yes,3,10,10,9,1,Intermediate
1881,31,20,3,Life Sciences,Male,Divorced,No,2,3,2,Research & Development,Laboratory Technician,3,4197,1,No,3,10,10,8,0,Intermediate
1882,34,4,3,Life Sciences,Male,Married,No,3,3,3,Sales,Sales Executive,4,9713,2,Yes,3,9,5,3,1,Entry
1883,29,7,3,Life Sciences,Male,Single,No,4,3,1,Research & Development,Laboratory Technician,1,2062,3,No,3,11,3,2,1,Intermediate
1885,37,7,4,Medical,Male,Married,No,4,3,2,Research & Development,Research Scientist,1,4284,5,Yes,4,16,5,3,0,Senior
1886,35,16,2,Other,Female,Married,No,4,2,2,Research & Development,Manufacturing Director,2,4788,0,Yes,3,4,3,2,0,Entry
1888,45,25,2,Life Sciences,Female,Married,No,2,2,2,Research & Development,Manufacturing Director,4,5906,0,No,3,10,9,8,3,Intermediate
1890,36,2,1,Human Resources,Male,Single,No,2,2,2,Human Resources,Human Resources,4,3886,1,No,4,10,10,1,0,Intermediate
1892,40,1,4,Life Sciences,Male,Divorced,No,1,3,4,Research & Development,Manager,1,16823,2,No,3,22,19,7,11,Senior
1893,26,1,2,Life Sciences,Female,Married,No,2,2,1,Research & Development,Research Scientist,3,2933,1,Yes,3,1,1,0,1,Entry
1898,27,2,2,Medical,Female,Single,No,1,4,2,Sales,Sales Executive,3,6500,0,No,3,9,8,7,0,Entry
1900,48,22,3,Medical,Female,Divorced,No,4,3,4,Research & Development,Manager,4,17174,3,No,3,24,22,17,4,Senior
1903,44,1,4,Life Sciences,Male,Married,No,2,4,2,Research & Development,Healthcare Representative,1,5033,2,No,3,10,2,0,2,Intermediate
1905,34,16,4,Technical Degree,Male,Married,Yes,4,1,1,Research & Development,Research Scientist,1,2307,1,Yes,4,5,5,2,3,Entry
1907,56,24,2,Life Sciences,Male,Single,Yes,1,3,1,Research & Development,Laboratory Technician,4,2587,1,No,3,5,4,2,1,Entry
1908,36,17,2,Marketing,Male,Married,No,3,2,2,Sales,Sales Executive,2,5507,2,No,3,12,4,2,1,Intermediate
1909,41,8,3,Marketing,Female,Married,No,3,3,2,Sales,Sales Executive,2,4393,5,No,4,14,5,4,1,Intermediate
1911,42,6,3,Medical,Male,Married,No,3,3,3,Research & Development,Research Director,1,13348,9,No,3,18,13,7,5,Senior
1912,31,10,2,Medical,Female,Divorced,No,3,3,2,Sales,Sales Executive,4,6583,2,Yes,3,8,5,2,1,Entry
1915,34,3,1,Medical,Female,Married,No,4,2,2,Sales,Sales Executive,4,8103,3,Yes,3,9,4,2,0,Entry
1916,31,4,3,Medical,Female,Divorced,No,1,4,1,Research & Development,Laboratory Technician,3,3978,8,No,3,4,2,2,2,Entry
1918,26,6,3,Other,Male,Married,No,3,4,1,Research & Development,Laboratory Technician,4,2544,0,No,3,8,7,7,7,Entry
1922,45,1,4,Medical,Male,Single,No,2,3,2,Research & Development,Healthcare Representative,3,5399,4,No,3,12,4,2,0,Intermediate
1924,33,10,4,Marketing,Male,Single,No,2,3,2,Sales,Sales Executive,3,5487,1,No,3,10,10,4,0,Intermediate
1927,28,1,2,Life Sciences,Male,Married,No,3,2,2,Sales,Sales Executive,4,6834,1,Yes,3,7,7,7,0,Entry
1928,29,24,3,Technical Degree,Male,Single,Yes,3,4,1,Sales,Sales Representative,1,1091,1,No,3,1,1,0,0,Entry
1929,39,21,4,Life Sciences,Female,Married,No,1,1,2,Sales,Sales Executive,3,5736,6,No,3,10,3,2,1,Intermediate
1931,27,2,4,Technical Degree,Male,Married,No,2,3,1,Research & Development,Research Scientist,2,2226,1,No,3,6,5,3,1,Entry
1932,34,22,4,Other,Male,Married,No,3,2,2,Research & Development,Research Scientist,4,5747,1,Yes,3,16,15,10,6,Senior
1933,28,13,2,Marketing,Female,Single,Yes,4,3,2,Sales,Sales Executive,3,9854,3,Yes,3,6,2,0,2,Entry
1934,47,14,4,Technical Degree,Male,Married,No,3,3,2,Research & Development,Research Scientist,2,5467,8,No,3,16,8,7,1,Senior
1935,56,11,5,Marketing,Female,Married,No,4,2,2,Sales,Sales Executive,1,5380,4,No,3,6,0,0,0,Entry
1936,39,9,2,Medical,Male,Married,No,1,3,2,Research & Development,Manufacturing Director,1,5151,1,No,4,10,10,0,7,Intermediate
1937,38,8,3,Medical,Female,Divorced,No,4,2,2,Research & Development,Research Scientist,2,2133,1,Yes,3,20,20,11,0,Senior
1938,58,21,3,Life Sciences,Female,Married,No,4,3,4,Sales,Manager,4,17875,4,Yes,3,29,1,0,0,Senior
1939,32,5,2,Life Sciences,Female,Single,Yes,1,4,1,Research & Development,Research Scientist,3,2432,3,Yes,3,8,4,1,0,Entry
1940,38,9,2,Life Sciences,Male,Divorced,No,2,3,1,Research & Development,Research Scientist,4,4771,2,No,3,10,5,2,0,Intermediate
1941,49,2,1,Life Sciences,Male,Married,No,2,3,5,Research & Development,Research Director,4,19161,3,No,3,28,5,4,4,Senior
1943,42,12,4,Marketing,Male,Divorced,No,2,3,2,Sales,Sales Executive,4,5087,3,Yes,3,14,0,0,0,Intermediate
1944,27,22,3,Human Resources,Female,Married,Yes,1,2,1,Human Resources,Human Resources,2,2863,1,No,3,1,1,0,0,Entry
1945,35,18,4,Medical,Male,Married,No,2,3,2,Sales,Sales Executive,1,5561,0,No,3,6,5,3,0,Entry
1947,28,16,3,Medical,Male,Single,No,3,3,1,Research & Development,Research Scientist,3,2144,1,No,3,5,5,3,1,Entry
1948,31,3,2,Medical,Male,Divorced,No,3,3,1,Research & Development,Research Scientist,1,3065,1,Yes,3,4,4,2,2,Entry
1949,36,9,4,Life Sciences,Male,Married,No,1,4,1,Research & Development,Laboratory Technician,2,2810,1,No,4,5,5,4,0,Entry
1950,34,1,3,Marketing,Male,Single,No,1,3,3,Sales,Sales Executive,4,9888,1,No,4,14,14,8,2,Intermediate
1951,34,13,4,Medical,Male,Divorced,No,4,3,3,Sales,Sales Executive,3,8628,1,No,3,9,8,7,1,Entry
1952,26,1,3,Medical,Male,Single,No,3,3,1,Research & Development,Laboratory Technician,1,2867,0,No,3,8,7,7,7,Entry
1954,29,1,3,Life Sciences,Male,Married,No,1,3,2,Research & Development,Healthcare Representative,1,5373,0,No,3,6,5,3,0,Entry
1955,32,15,4,Medical,Female,Divorced,No,3,3,2,Research & Development,Healthcare Representative,4,6667,5,No,3,9,5,1,1,Entry
1956,31,1,3,Life Sciences,Male,Married,No,4,1,2,Research & Development,Research Scientist,1,5003,1,No,4,10,10,8,8,Intermediate
1960,28,17,3,Technical Degree,Male,Divorced,Yes,3,2,1,Research & Development,Laboratory Technician,4,2367,5,No,3,6,4,1,0,Entry
1961,38,1,3,Life Sciences,Male,Single,No,1,2,1,Sales,Sales Representative,1,2858,4,No,3,20,1,0,0,Senior
1962,35,7,4,Life Sciences,Female,Married,No,3,3,2,Sales,Sales Executive,4,5204,1,Yes,3,10,10,8,0,Intermediate
1965,27,9,3,Marketing,Male,Single,No,4,3,2,Sales,Sales Executive,4,4105,1,No,3,7,7,7,0,Entry
1966,32,5,4,Life Sciences,Male,Single,No,4,2,2,Research & Development,Manufacturing Director,4,9679,8,No,4,8,1,0,0,Entry
1967,31,26,4,Marketing,Male,Married,Yes,1,3,2,Sales,Sales Executive,4,5617,1,Yes,3,10,10,7,0,Intermediate
1968,53,24,4,Life Sciences,Male,Single,Yes,1,3,3,Sales,Sales Executive,1,10448,6,Yes,3,15,2,2,2,Entry
1969,54,9,2,Life Sciences,Female,Married,No,1,3,2,Research & Development,Research Scientist,3,2897,3,No,3,9,4,3,2,Entry
1970,33,7,2,Life Sciences,Male,Divorced,No,4,3,2,Research & Development,Healthcare Representative,3,5968,1,No,4,9,9,7,2,Entry
1971,43,11,3,Life Sciences,Male,Married,No,1,3,3,Research & Development,Healthcare Representative,3,7510,1,No,3,10,10,9,0,Intermediate
1972,38,1,4,Other,Male,Married,No,4,3,1,Human Resources,Human Resources,2,2991,0,Yes,3,7,6,2,1,Entry
1973,55,26,4,Human Resources,Male,Married,No,3,4,5,Human Resources,Manager,2,19636,4,Yes,3,35,10,9,1,Senior
1974,31,2,1,Medical,Female,Divorced,No,4,1,1,Research & Development,Laboratory Technician,4,1129,1,Yes,3,1,1,0,0,Entry
1975,39,15,4,Marketing,Male,Single,No,2,3,4,Sales,Sales Executive,1,13341,0,No,3,21,20,8,11,Senior
1976,42,23,2,Life Sciences,Male,Single,No,4,2,2,Research & Development,Research Scientist,3,4332,1,No,3,20,20,9,3,Senior
1979,31,10,3,Medical,Female,Married,No,3,3,3,Research & Development,Research Director,3,11031,4,No,4,13,11,7,4,Intermediate
1980,54,10,3,Medical,Female,Single,No,3,3,2,Research & Development,Manufacturing Director,1,4440,6,Yes,3,9,5,2,1,Entry
1981,24,1,2,Life Sciences,Male,Single,No,2,2,2,Research & Development,Healthcare Representative,3,4617,1,No,3,4,4,3,1,Entry
1982,23,12,2,Other,Male,Single,No,4,3,1,Research & Development,Laboratory Technician,4,2647,1,No,3,5,5,2,1,Entry
1985,40,11,3,Technical Degree,Female,Married,No,4,3,2,Research & Development,Laboratory Technician,3,6323,1,No,3,10,10,9,9,Intermediate
1986,40,2,2,Marketing,Female,Married,No,2,3,2,Sales,Sales Executive,2,5677,3,No,3,15,11,8,5,Entry
1987,25,2,3,Human Resources,Female,Married,No,3,3,1,Human Resources,Human Resources,2,2187,4,No,3,6,2,0,1,Entry
1989,30,1,2,Medical,Male,Married,No,4,3,1,Research & Development,Laboratory Technician,2,3748,1,No,3,12,12,8,1,Intermediate
1992,25,2,1,Other,Male,Divorced,No,4,3,1,Research & Development,Laboratory Technician,3,3977,6,Yes,3,7,2,2,0,Entry
1993,47,25,3,Medical,Male,Single,No,1,3,3,Research & Development,Healthcare Representative,3,8633,2,No,4,25,17,14,12,Senior
1994,33,1,2,Medical,Male,Divorced,No,2,2,1,Research & Development,Laboratory Technician,3,2008,1,No,3,1,1,1,0,Entry
1995,38,1,4,Life Sciences,Male,Married,No,4,3,2,Sales,Sales Executive,2,4440,0,No,3,16,15,13,5,Senior
1996,31,2,2,Life Sciences,Male,Married,No,1,3,1,Sales,Sales Representative,3,3067,0,No,3,3,2,2,1,Entry
1997,38,6,4,Life Sciences,Male,Married,No,1,2,2,Research & Development,Manufacturing Director,3,5321,2,No,3,10,8,3,7,Intermediate
1998,42,18,4,Life Sciences,Male,Divorced,No,4,3,2,Research & Development,Research Scientist,1,5410,6,Yes,3,9,4,3,1,Entry
1999,41,1,3,Life Sciences,Male,Married,No,4,3,1,Research & Development,Research Scientist,4,2782,3,No,4,12,5,3,1,Intermediate
2000,47,1,1,Medical,Female,Married,No,3,3,3,Research & Development,Research Director,2,11957,0,No,3,14,13,8,5,Intermediate
2003,35,11,4,Medical,Male,Married,No,4,3,1,Research & Development,Laboratory Technician,3,2660,7,Yes,3,5,2,2,2,Entry
2007,22,1,2,Life Sciences,Male,Single,No,4,3,1,Research & Development,Research Scientist,3,3375,0,No,3,4,3,2,1,Entry
2008,35,9,4,Medical,Male,Single,No,2,3,2,Research & Development,Research Scientist,3,5098,1,No,3,10,10,7,0,Intermediate
2009,33,15,2,Medical,Female,Married,No,2,3,2,Research & Development,Healthcare Representative,4,4878,0,Yes,3,10,9,7,8,Intermediate
2010,32,29,4,Life Sciences,Female,Single,No,3,2,1,Research & Development,Laboratory Technician,2,2837,1,No,3,6,6,2,4,Entry
2012,40,1,4,Life Sciences,Male,Married,No,1,3,1,Research & Development,Laboratory Technician,4,2406,8,No,3,8,1,0,0,Entry
2013,32,1,4,Medical,Male,Married,No,2,2,1,Sales,Sales Representative,2,2269,0,No,3,3,2,2,2,Entry
2014,39,24,1,Life Sciences,Male,Single,No,1,3,2,Research & Development,Research Scientist,4,4108,7,No,3,18,7,7,1,Senior
2015,38,10,3,Medical,Female,Married,No,2,1,3,Research & Development,Research Director,3,13206,3,No,3,20,18,16,1,Senior
2016,32,1,4,Marketing,Female,Married,No,3,3,3,Sales,Sales Executive,4,10422,1,No,3,14,14,10,5,Intermediate
2017,37,10,3,Life Sciences,Female,Married,No,3,4,3,Research & Development,Research Director,4,13744,1,Yes,4,16,16,11,6,Senior
2018,25,8,2,Other,Female,Divorced,No,1,3,2,Sales,Sales Executive,3,4907,0,Yes,4,6,5,3,0,Entry
2019,52,29,4,Life Sciences,Male,Divorced,No,1,3,1,Sales,Sales Representative,4,3482,2,No,3,16,9,8,0,Senior
2020,44,1,3,Medical,Male,Single,No,2,3,1,Research & Development,Research Scientist,4,2436,6,Yes,3,6,4,3,1,Entry
2021,21,5,1,Medical,Male,Single,No,3,3,1,Sales,Sales Representative,1,2380,1,Yes,3,2,2,2,1,Entry
2022,39,9,3,Life Sciences,Male,Single,No,4,3,5,Research & Development,Manager,4,19431,2,No,3,21,6,0,1,Senior
2023,23,9,3,Marketing,Male,Married,Yes,4,3,1,Sales,Sales Representative,1,1790,1,No,3,1,1,0,1,Entry
2024,36,3,3,Medical,Female,Married,No,1,2,3,Sales,Sales Executive,4,7644,0,No,3,10,9,7,3,Intermediate
2025,36,4,2,Life Sciences,Female,Divorced,No,4,3,2,Research & Development,Manufacturing Director,2,5131,7,No,3,18,4,2,0,Senior
2026,56,1,4,Life Sciences,Male,Divorced,No,3,3,2,Research & Development,Healthcare Representative,3,6306,1,No,4,13,13,12,1,Intermediate
2027,29,1,4,Medical,Male,Married,Yes,1,3,1,Research & Development,Research Scientist,4,4787,9,Yes,3,4,2,2,2,Entry
2031,42,2,3,Life Sciences,Male,Married,No,1,3,5,Research & Development,Manager,3,18880,5,No,3,24,22,6,4,Senior
2032,56,7,2,Technical Degree,Male,Married,Yes,4,3,1,Research & Development,Laboratory Technician,3,2339,8,No,3,14,10,9,9,Intermediate
2034,41,28,4,Life Sciences,Female,Married,No,1,2,4,Research & Development,Manufacturing Director,2,13570,0,No,4,21,20,7,0,Senior
2035,34,28,3,Marketing,Female,Married,No,4,2,2,Sales,Sales Executive,3,6712,1,No,4,8,8,7,1,Entry
2036,36,15,4,Marketing,Male,Divorced,No,4,1,2,Sales,Sales Executive,4,5406,1,No,4,15,15,12,11,Entry
2037,41,3,3,Life Sciences,Male,Divorced,No,3,2,2,Sales,Sales Executive,2,8938,2,No,3,14,5,4,0,Intermediate
2038,32,2,3,Technical Degree,Male,Single,No,4,3,1,Research & Development,Research Scientist,1,2439,1,No,3,4,4,2,1,Entry
2040,35,26,4,Life Sciences,Female,Single,No,3,3,3,Human Resources,Human Resources,4,8837,1,Yes,3,9,9,0,1,Entry
2041,38,10,2,Life Sciences,Female,Married,No,1,3,2,Sales,Sales Executive,4,5343,1,No,3,10,10,7,1,Intermediate
2044,50,1,4,Life Sciences,Male,Divorced,Yes,2,3,2,Sales,Sales Executive,3,6728,7,No,3,12,6,3,0,Intermediate
2045,36,11,4,Marketing,Female,Married,No,2,2,2,Sales,Sales Executive,4,6652,4,No,3,8,6,3,0,Entry
2046,45,20,3,Life Sciences,Female,Single,No,4,3,2,Sales,Sales Executive,3,4850,8,No,3,8,5,3,0,Entry
2048,40,2,4,Life Sciences,Male,Single,No,3,2,1,Research & Development,Research Scientist,3,2809,2,No,3,8,2,2,2,Entry
2049,35,18,4,Life Sciences,Male,Married,No,3,3,2,Research & Development,Healthcare Representative,3,5689,1,Yes,3,10,10,2,0,Intermediate
2051,40,2,4,Medical,Female,Married,No,3,3,1,Research & Development,Research Scientist,3,2001,2,No,3,20,5,3,0,Senior
2052,35,1,4,Life Sciences,Female,Married,No,3,1,1,Research & Development,Research Scientist,4,2977,1,No,3,4,4,3,1,Entry
2053,29,13,2,Other,Male,Married,No,4,2,2,Research & Development,Laboratory Technician,2,4025,4,Yes,3,10,4,3,0,Intermediate
2054,29,28,4,Medical,Female,Single,No,4,2,1,Research & Development,Research Scientist,1,3785,1,No,3,5,5,4,0,Entry
2055,50,28,3,Marketing,Male,Divorced,Yes,4,2,3,Sales,Sales Executive,1,10854,4,Yes,3,20,3,2,2,Senior
2056,39,24,1,Marketing,Female,Married,No,2,2,4,Sales,Sales Executive,4,12031,0,No,3,21,20,9,9,Senior
2057,31,5,3,Medical,Male,Single,No,2,3,2,Research & Development,Manufacturing Director,1,9936,0,No,3,10,9,4,1,Intermediate
2060,26,5,3,Other,Female,Single,No,4,2,1,Sales,Sales Representative,3,2966,0,No,3,5,4,2,0,Entry
2061,36,23,2,Medical,Male,Married,No,3,4,2,Research & Development,Laboratory Technician,4,2571,4,No,3,17,5,2,0,Senior
2062,39,6,1,Medical,Male,Married,No,4,2,3,Research & Development,Healthcare Representative,1,9991,4,No,3,9,7,7,1,Entry
